TransactionID,AccountID,TransactionType,Amount,Date,EmployeeID
197,280,Withdrawal,110957.21,2024-05-23 18:55:03,79
198,491,Deposit,841.2,2022-05-25 18:19:27,363
199,995,Deposit,71416.77,2020-11-04 19:05:52,437
200,349,Withdrawal,37385.03,2021-04-14 01:03:22,457
201,531,Withdrawal,166656.7,2023-02-11 05:50:49,432
202,173,Withdrawal,105639.56,2021-12-11 18:39:21,127
203,232,Deposit,96656.21,2024-07-31 12:59:44,8
204,503,Deposit,60989.09,2024-01-20 15:17:22,169
205,65,Deposit,53779.53,2022-11-05 23:46:11,369
206,632,Withdrawal,57553.8,2024-06-05 10:04:07,372
207,622,Withdrawal,122477.7,2025-03-03 11:54:56,166
208,61,Deposit,142432.29,2020-10-19 15:20:47,445
209,254,Withdrawal,145978.5,2020-09-22 15:51:51,90
210,439,Withdrawal,153803.2,2020-05-09 03:57:03,468
211,611,Deposit,80733.78,2020-03-26 13:01:38,367
212,737,Deposit,116921.54,2021-12-07 20:11:32,32
213,363,Withdrawal,71743.11,2023-03-09 14:41:38,234
214,437,Deposit,25679.56,2022-04-26 16:12:56,330
215,65,Withdrawal,92707.57,2020-08-05 23:10:07,218
216,79,Withdrawal,138309.08,2025-02-26 10:50:03,293
217,384,Withdrawal,22225.93,2021-07-08 13:19:25,62
218,297,Withdrawal,1253.84,2024-04-24 07:34:50,414
219,892,Withdrawal,101066.61,2023-08-18 09:14:41,451
220,669,Withdrawal,151191.33,2024-08-03 04:20:46,157
221,154,Deposit,175854.7,2024-01-26 07:11:12,354
222,42,Deposit,195744.5,2024-01-13 22:10:24,125
223,450,Deposit,22531.85,2021-01-27 12:45:06,340
224,460,Withdrawal,85838.71,2022-12-31 11:00:12,88
225,798,Deposit,125151.83,2020-04-17 03:09:34,390
226,150,Deposit,127229.06,2020-08-31 22:43:44,248
227,13,Deposit,140015.08,2023-07-02 08:42:24,178
228,227,Deposit,11827.6,2021-06-05 17:14:44,419
229,504,Deposit,62203.53,2021-10-05 17:33:19,336
230,835,Deposit,182975.38,2020-09-02 05:25:09,397
231,962,Withdrawal,60342.43,2020-07-21 12:44:55,8
232,659,Withdrawal,89306.61,2024-07-30 22:02:51,314
233,596,Deposit,173028.51,2022-12-21 06:40:16,307
234,708,Deposit,55809.58,2021-01-30 14:07:40,286
235,775,Deposit,79371.06,2020-08-27 09:51:23,338
236,702,Deposit,182633.93,2023-05-15 08:55:54,14
237,516,Deposit,125032.95,2021-05-22 04:17:25,89
238,454,Withdrawal,129292.23,2022-05-23 12:15:39,11
239,425,Withdrawal,90536.48,2022-06-25 04:09:59,461
240,221,Deposit,25132.17,2020-06-03 16:10:54,28
241,564,Deposit,199300.25,2022-10-17 10:41:30,498
242,852,Withdrawal,54147.71,2023-09-05 08:56:24,430
243,908,Withdrawal,57303.84,2022-05-07 20:51:23,111
244,216,Withdrawal,86948.27,2025-03-02 15:56:50,380
245,363,Deposit,187504.15,2025-01-09 14:27:21,3
246,535,Deposit,32316.41,2023-04-21 13:33:20,499
247,360,Deposit,101235.91,2023-11-17 03:42:32,249
248,396,Withdrawal,162279.42,2025-03-04 18:06:30,437
249,970,Deposit,52637.76,2023-10-29 03:41:32,192
250,817,Deposit,121809.12,2024-05-13 07:31:22,147
251,866,Deposit,139773.05,2023-08-10 22:46:21,10
252,649,Withdrawal,100958.91,2024-01-01 08:29:48,200
253,672,Withdrawal,163800.42,2021-02-01 18:33:08,386
254,802,Deposit,1309.59,2020-06-10 10:23:33,244
255,672,Deposit,174621.14,2023-08-19 23:05:51,414
256,809,Deposit,59156.87,2022-01-08 12:30:44,500
257,818,Withdrawal,191115.36,2023-12-29 21:30:31,334
258,267,Withdrawal,57761.34,2022-03-20 08:10:22,242
259,776,Withdrawal,106949.61,2024-04-02 08:08:09,109
260,998,Deposit,144519.4,2023-12-17 07:24:37,375
261,838,Withdrawal,77343.96,2021-06-16 23:55:38,238
262,208,Deposit,113315.39,2024-03-24 14:48:29,22
263,59,Withdrawal,137394.58,2024-06-24 01:23:59,211
264,477,Deposit,85272.96,2021-07-05 12:35:37,356
265,297,Withdrawal,100209.83,2022-07-24 04:19:06,198
266,413,Withdrawal,14824.43,2022-01-05 09:35:39,22
267,563,Deposit,10401.85,2020-11-03 01:24:24,41
268,703,Withdrawal,168818.26,2025-02-26 11:06:58,38
269,378,Withdrawal,95161.48,2021-10-12 04:42:51,390
270,293,Deposit,194651.23,2023-10-29 02:16:05,407
271,774,Withdrawal,77687.15,2020-08-19 23:26:44,349
272,507,Withdrawal,4483.17,2024-08-03 01:34:25,2
273,108,Deposit,175459.6,2024-01-27 02:01:54,311
274,911,Withdrawal,99600.72,2025-01-23 14:04:27,75
275,298,Withdrawal,57855.98,2022-11-16 11:07:00,279
276,829,Withdrawal,198991.11,2022-05-30 15:22:30,325
277,89,Withdrawal,115046.69,2021-11-21 20:29:28,150
278,455,Withdrawal,163544.84,2024-11-01 02:03:08,66
279,892,Deposit,79002.65,2021-01-07 00:26:05,351
280,504,Withdrawal,197003.57,2021-12-26 15:33:20,495
281,194,Deposit,158849.28,2022-04-04 17:16:45,2
282,535,Deposit,148812.81,2023-05-11 08:05:53,416
283,299,Deposit,156775.5,2024-12-02 05:54:14,171
284,312,Withdrawal,15791.24,2024-11-14 13:07:27,174
285,237,Withdrawal,70394.63,2024-11-29 13:35:19,142
286,383,Withdrawal,138767.41,2024-04-18 01:45:12,70
287,594,Deposit,53896.95,2023-04-12 19:34:33,19
288,544,Deposit,189395.45,2023-05-29 03:53:07,308
289,755,Withdrawal,153080.97,2020-08-13 18:53:03,295
290,332,Withdrawal,12387.6,2023-04-01 05:21:48,19
291,707,Withdrawal,25093.6,2023-01-09 03:26:47,40
292,140,Deposit,94469.98,2022-08-11 07:14:15,308
293,600,Withdrawal,83231.75,2024-09-18 17:49:19,493
294,348,Deposit,29623.49,2021-07-25 01:32:16,2
295,582,Withdrawal,83845.87,2020-06-29 09:06:20,373
296,871,Withdrawal,64543.44,2021-04-16 19:18:26,75
297,278,Deposit,7708.32,2023-01-30 21:16:35,355
298,532,Deposit,174126.5,2020-08-14 23:36:11,138
299,101,Withdrawal,117795.73,2021-03-25 06:50:06,327
300,895,Withdrawal,76054.41,2024-03-07 01:45:48,390
301,903,Deposit,99590.06,2021-10-14 00:41:27,248
302,102,Withdrawal,131442.36,2022-11-28 20:09:32,194
303,536,Deposit,39551.25,2020-10-06 12:53:54,91
304,6,Withdrawal,86955.93,2022-09-14 05:01:40,269
305,247,Deposit,171063.73,2021-07-18 19:14:09,40
306,446,Withdrawal,39522.85,2022-06-04 10:10:35,303
307,882,Withdrawal,123177.29,2020-06-05 13:08:16,205
308,695,Deposit,138772.88,2024-06-30 11:35:55,369
309,60,Deposit,48136.23,2022-07-01 10:59:59,436
310,309,Deposit,100980.75,2023-09-24 06:03:31,381
311,960,Withdrawal,47104.21,2024-10-30 22:42:12,161
312,426,Withdrawal,37793.98,2024-01-29 03:43:54,65
313,64,Deposit,181905.7,2022-04-14 07:51:10,380
314,506,Withdrawal,67759.35,2024-01-06 18:29:59,311
315,951,Deposit,40317.69,2020-07-21 04:50:33,285
316,813,Deposit,42277.5,2023-10-25 14:19:08,410
317,128,Deposit,114972.75,2021-03-05 13:36:03,86
318,172,Deposit,76067.83,2020-10-26 06:06:50,125
319,569,Withdrawal,173995.93,2021-06-12 04:45:52,11
320,17,Withdrawal,55322.08,2022-01-15 14:46:12,125
321,218,Deposit,2880.28,2021-11-14 01:11:06,491
322,5,Withdrawal,137148.42,2022-06-30 01:04:09,364
323,123,Withdrawal,118636.79,2023-09-01 16:05:47,498
324,856,Withdrawal,46481.12,2022-04-16 16:59:58,46
325,99,Deposit,43644.82,2023-09-20 20:16:50,165
326,153,Withdrawal,168989.73,2021-07-02 16:32:03,86
327,120,Deposit,16215.24,2022-05-28 22:57:58,44
328,539,Deposit,108788.63,2023-03-03 18:21:51,269
329,15,Withdrawal,72804.11,2020-05-11 15:13:32,284
330,197,Deposit,8387.11,2021-12-24 14:25:56,7
331,19,Deposit,110849.24,2023-08-15 16:15:39,96
332,380,Deposit,12611.32,2023-03-21 12:56:52,123
333,103,Deposit,142771.68,2024-11-29 21:38:33,297
334,723,Deposit,30552.31,2021-10-24 07:14:20,239
335,455,Withdrawal,67857.99,2022-07-21 12:48:42,158
336,583,Deposit,59135.5,2020-10-11 06:23:57,180
337,394,Withdrawal,187258.5,2022-05-30 16:20:15,178
338,12,Deposit,16293.77,2020-04-05 05:20:19,302
339,270,Deposit,148506.87,2023-05-31 23:08:13,427
340,11,Deposit,6922.55,2024-06-11 14:14:44,86
341,798,Deposit,194214.48,2021-11-11 20:14:53,70
342,978,Deposit,29047.21,2022-06-02 11:41:26,481
343,326,Deposit,188618.59,2024-08-15 10:53:49,95
344,487,Withdrawal,43390.03,2023-02-13 14:48:18,129
345,590,Deposit,167974.02,2021-01-08 21:59:58,26
346,144,Withdrawal,109817.08,2021-06-03 16:58:34,11
347,216,Withdrawal,112428.27,2020-11-30 10:07:22,279
348,101,Deposit,55578.41,2024-09-19 11:27:46,156
349,867,Deposit,28558.26,2023-01-17 19:34:24,22
350,717,Deposit,1688.56,2022-09-27 10:54:00,114
351,385,Withdrawal,114965.04,2024-05-08 15:49:28,98
352,353,Deposit,89725.39,2022-09-09 08:20:06,457
353,643,Withdrawal,69369.05,2022-05-04 20:04:05,227
354,458,Deposit,132745.41,2022-04-10 17:37:49,281
355,18,Deposit,169180.14,2025-03-12 11:57:40,103
356,354,Withdrawal,141692.92,2020-10-29 16:30:52,39
357,196,Withdrawal,2276.97,2022-02-11 05:24:31,364
358,996,Withdrawal,91762.6,2023-07-12 19:01:59,75
359,747,Withdrawal,85404.0,2021-11-04 18:45:45,247
360,215,Deposit,117724.28,2023-01-03 10:33:46,77
361,70,Withdrawal,69281.11,2022-08-08 13:49:20,458
362,741,Withdrawal,96417.61,2024-01-06 02:52:03,454
363,13,Deposit,88732.37,2025-02-24 20:11:35,169
364,499,Deposit,51991.93,2022-12-02 10:31:11,350
365,305,Withdrawal,165901.4,2024-06-15 08:36:07,156
366,997,Withdrawal,10688.9,2023-07-21 04:09:05,75
367,602,Withdrawal,35332.94,2023-11-02 11:48:26,313
368,400,Withdrawal,69659.32,2023-04-03 20:29:32,318
369,908,Withdrawal,10080.91,2024-10-31 14:16:53,444
370,168,Deposit,180765.76,2024-02-08 07:25:12,78
371,931,Deposit,187341.66,2022-01-01 08:27:00,436
372,789,Withdrawal,151221.12,2024-08-08 19:18:58,80
373,815,Deposit,13738.57,2022-05-27 01:11:09,31
374,747,Withdrawal,68739.61,2021-02-02 16:43:58,427
375,11,Withdrawal,62586.05,2023-08-08 02:53:04,440
376,654,Withdrawal,190372.93,2020-07-21 23:26:47,348
377,893,Deposit,141293.84,2024-06-18 11:21:38,82
378,837,Withdrawal,53912.8,2023-01-23 06:47:14,289
379,740,Deposit,165586.47,2020-09-14 05:45:24,383
380,312,Deposit,91519.0,2023-02-17 11:43:28,285
381,626,Withdrawal,73605.02,2020-12-21 03:53:07,94
382,732,Deposit,110664.19,2022-08-13 08:59:27,9
383,401,Deposit,144469.46,2023-07-03 07:12:49,235
384,964,Withdrawal,23738.01,2020-09-04 17:25:25,450
385,367,Withdrawal,6772.48,2024-09-15 06:21:33,164
386,267,Withdrawal,77338.89,2023-12-22 20:48:07,164
387,243,Deposit,6891.01,2025-02-25 12:52:22,25
388,171,Deposit,133637.55,2020-05-10 10:30:24,335
389,188,Withdrawal,182575.63,2022-02-27 12:28:16,347
390,393,Deposit,138671.06,2023-11-19 08:02:26,237
391,990,Withdrawal,114212.59,2024-10-06 13:45:42,7
392,272,Withdrawal,123669.67,2020-06-15 17:45:11,395
393,399,Withdrawal,86947.2,2020-11-12 02:33:26,291
394,410,Deposit,77646.75,2023-07-12 23:13:12,352
395,957,Deposit,140072.59,2025-01-11 05:24:20,357
396,496,Deposit,95035.92,2024-11-19 02:24:56,77
397,56,Deposit,174020.16,2021-03-06 16:41:44,123
398,308,Withdrawal,188912.07,2022-11-10 03:22:17,436
399,235,Withdrawal,168758.8,2021-02-24 03:59:19,232
400,834,Withdrawal,158137.28,2021-09-03 23:23:15,470
401,525,Withdrawal,185553.81,2023-12-10 14:56:23,49
402,427,Deposit,135109.29,2023-05-23 15:38:04,38
403,854,Deposit,110715.09,2024-10-10 21:28:43,409
404,396,Withdrawal,98337.92,2020-10-22 07:29:09,37
405,771,Withdrawal,12052.73,2023-01-04 10:14:53,461
406,388,Deposit,3182.52,2025-01-08 17:21:52,283
407,771,Withdrawal,25658.75,2021-08-25 19:41:28,120
408,755,Deposit,64930.82,2025-02-16 04:17:10,28
409,488,Withdrawal,169442.43,2021-08-23 20:51:59,249
410,759,Deposit,194136.73,2021-07-08 10:05:04,130
411,67,Deposit,63996.36,2023-05-05 13:44:52,128
412,233,Deposit,109405.68,2022-01-31 22:33:46,403
413,902,Deposit,96015.98,2020-03-26 06:58:35,469
414,54,Withdrawal,191149.11,2024-02-12 09:04:01,136
415,457,Deposit,3636.15,2021-03-30 20:04:34,106
416,150,Withdrawal,110139.16,2020-04-24 22:26:52,80
417,279,Withdrawal,188796.14,2021-03-14 15:27:16,1
418,422,Withdrawal,65072.81,2020-03-30 07:11:10,320
419,27,Deposit,33201.19,2023-12-15 12:32:38,379
420,34,Deposit,185457.42,2020-12-17 18:18:47,319
421,45,Deposit,88247.02,2021-06-29 23:36:13,3
422,462,Deposit,96348.12,2023-06-14 18:30:47,325
423,672,Deposit,79227.31,2024-05-01 13:37:42,371
424,674,Deposit,26361.6,2022-08-11 06:31:39,440
425,723,Deposit,147803.48,2023-03-29 15:17:05,342
426,357,Deposit,121999.3,2023-05-18 22:00:21,344
427,695,Deposit,96823.22,2022-10-06 04:23:04,176
428,287,Withdrawal,50063.75,2024-07-14 19:25:18,329
429,800,Deposit,15958.23,2020-04-20 06:32:34,426
430,312,Withdrawal,55962.37,2024-02-09 06:44:33,324
431,539,Withdrawal,78427.67,2021-10-25 01:57:53,492
432,727,Deposit,14761.25,2020-12-11 12:31:12,398
433,585,Deposit,40003.23,2021-08-25 16:16:42,217
434,432,Deposit,180479.07,2024-02-17 23:27:17,467
435,86,Withdrawal,191703.25,2021-03-29 12:19:59,180
436,837,Deposit,38462.9,2022-08-07 22:47:13,198
437,649,Withdrawal,139227.16,2023-01-21 14:23:15,460
438,915,Withdrawal,198323.4,2021-02-21 07:49:54,247
439,128,Deposit,174943.28,2020-04-27 03:43:35,66
440,585,Withdrawal,121404.22,2021-07-10 18:05:30,341
441,858,Deposit,41938.07,2021-01-24 03:45:12,20
442,829,Withdrawal,77711.09,2020-08-21 15:01:01,115
443,460,Withdrawal,169558.93,2025-01-27 22:47:00,342
444,313,Deposit,3264.37,2023-07-25 20:25:58,339
445,973,Withdrawal,163485.75,2021-04-25 20:12:51,89
446,319,Deposit,87465.68,2022-11-02 17:16:29,167
447,57,Deposit,67067.67,2020-10-21 19:40:25,499
448,5,Deposit,95319.84,2024-06-02 06:44:36,423
449,877,Withdrawal,7646.06,2020-06-18 15:56:18,10
450,252,Withdrawal,174068.59,2023-09-18 13:03:32,355
451,26,Deposit,173304.13,2022-04-24 11:06:43,198
452,858,Deposit,93042.73,2024-05-06 05:10:21,308
453,271,Deposit,38124.14,2024-10-20 05:58:06,259
454,607,Withdrawal,189064.6,2025-02-10 20:30:34,382
455,839,Withdrawal,155683.73,2024-07-10 18:46:31,245
456,368,Withdrawal,180235.11,2024-10-01 05:39:00,284
457,990,Withdrawal,67522.84,2022-08-13 19:44:37,326
458,761,Withdrawal,122305.46,2020-10-16 19:51:37,465
459,502,Deposit,116209.3,2021-10-19 01:37:03,409
460,257,Deposit,50915.65,2020-06-24 06:10:27,373
461,171,Deposit,42381.22,2020-09-03 19:28:41,13
462,585,Withdrawal,122221.01,2024-03-05 07:06:21,207
463,191,Withdrawal,66065.15,2024-09-04 01:34:10,218
464,671,Withdrawal,40444.76,2024-08-06 20:19:59,84
