review_id,customer_id,branch_id,review,date_submitted
16,425,15,I have been holding a salary account with SBI approximately  13 yeas. I need to maintain a minimum balance of  around 10K. There is some SMS  and  ATM charges are applicable on quarterly up to 70 rupees. Mobile app is fine to use.  ATM and branches services are good.,29-10-2024
17,342,3,"Overall I have been using State Bank account for more than 8 years but for past 1 year, I have been using it as a salary account anyway i need to maintain a minimum balance of Rs. 5,000. Chosen this bank because when i was in native i opened this account because to do the deposit, its a easy way because of the cash deposit machine and i can do most of my transactions through their app.",22-08-2024
18,422,13,I am using SBI salary account which is used very frequently.I am using this account for the past 3 years only .I am using net banking as well as mobile banking service both are very user friendly and  these are used for money transfer as well as credit card bill payment .customer service is also good to me and there was no drawbacks faced so far.,17-04-2023
19,199,3,"Before 1.5 years, i have opened the salary account with State Bank of India. Bank account is convenient to use. They have given me a zero balance account. I went to their branch for getting a passbook and to get a ATM card as well and the response is okay. We have a branch which is a cashless one so branch was not crowded.",30-06-2023
20,100,14,"When compared to earlier, now SBI is providing good service. I have been holding this account for more than 3-4 years and which have opened for my personal use. No need to maintain a minimum balance account. The branch service is fine and near from my home to reach.",20-06-2023
21,112,18,"My savings account was opened in SBI, last 5 years ago because Prime Minister Modi asked every citizen from India needs to open an account in State Bank of India. When i was opened the account, there is no minimum balance is to be maintained but after 2 years, they asked me to hold a minimum balance of Rs. 5000 but they don't deduct any hidden charges.",04-02-2024
22,242,3,"I am having my saving account for past 9-10 years. Since  most of my family members opened an account here and service is good so I preferred this bank. I need to maintain minimum amount of  3K, if not minimum charge applicable of 15 rupees for 3 months once.  The branch is quite far from my place. I am not getting any offers so far.",22-01-2025
23,47,12,"When i was doing my studies, i have opened the savings account from State Bank of India. From my college itself, they have opened this account because branch is available on my campus. I need to maintain a minimum balance of Rs. 2500. The branch response was good when i was visited 2 years before.",06-01-2025
24,255,10,I am holding a salary account  in SBI for more than 14 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. I am not getting much offers from this bank.,04-04-2024
25,187,6,"I am using SBI salary account which ,i am having more than 10 years .The transactions are done frequently and using net banking and mobile banking service it is very much user friendly.I am using both the service for credit card bill payment.Each transaction is safe and secure and ,i am satisfied with the service.",11-04-2023
26,184,17,"I am using the salary account with State Bank of India more than 10 year. But there is no proper response from the call centre people and not good response from branch also. Regarding some transaction detail, I called the banker but they asking the customer to wait for a long time. They don't deduct any hidden charges.",29-11-2023
27,486,17,SBI gives attractive interest rate to the customer so that i have chosen the savings account from SBI. I'm using this account for last 10 years. Its very convenient to use the net banking facility and i've downloaded the YONO app in my phone. I'm not maintaining any minimum balance on this account but they are not charging any amount for that. They will deduct only Rs. 150 for the ATM debit card on a yearly basis.,26-05-2024
28,368,12,"From State Bank of India, i am having a savings account. Here, I am maintaining a minimum balance of Rs.3,000 every month. ATM service is good, whenever i withdraw cash, am getting alert messages. Customer service and responsiveness was good.",28-01-2025
29,39,5,"To apply for a car loan I have opened saving account in SBI on 4 years back. I use this account only to do EMI payment for the loan. Need to maintain a minimum balance of 3K if not some charge is applicable. Since its National bank, this account can be used all over India and useful too.",19-02-2025
30,475,11,I have SBI salary account which is very user friendly. Each transaction is very safe and secured on banking service. Need to maintain minimum balance of Rs.  500 or 1000. Customer service and responsiveness was good. Mostly i will go to the branch directly for any issues.,05-03-2024
31,172,3,"My salary account is with State Bank of India, they don't take any hidden charges. Earlier it was a salary account and after that i have converted into savings account hence now i don't need to maintain any minimum balance. I use their Internet banking which is fair to use. There is no additional charges for other ATM withdrawal because of salary account, i can do unlimited withdrawal.",08-11-2024
32,16,16,"From SBI, i am using savings account more than 20 years . There is no requirement for minimum balance when i was in college my father opened this account for me and i am still using this account. Every shopping, cash withdrawal i am getting messages instantly and atm service is near to my residence.",17-05-2024
33,422,16,I have been holding my savings account with State Bank of India for almost 12 years. Its not required to maintain any minimum balance. Their mobile app facility is really good. I have visited their branch sometimes to give a request for changing of my address and the response is good. Branch is not that much crowded.,25-05-2024
34,62,7,"I want to opne sieving account  .  
 .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .",23-08-2023
35,248,7,I have SBI salary account for the past 12 years. I am using net banking service  as well as mobile banking service .This service is mostly used for money transfer and to take transaction statement because no need to travel too long to branch. Banking service is also much satisfied .,12-02-2025
36,237,5,SBI is a very good bank and its a back bone of India. My account is with SBI for more than 20 years and till now I'm running this account and this is my first bank account. I need to hold a minimum balance of Rs. 1000. Sometimes i faced some issue when i do the deposit of outside cheque but it taken too much high time to credit the money to my account.,23-10-2024
37,149,19,"I never interacted with the SBI call centre people till now for any kind of enquiry in my savings account. Last 5 years before, i have opened this account because its a zero balance maintenance account. Branch service is good. Bank always has a rush and there is a long queue to wait. Some staffs are very rude to the customer which can be improved.",29-05-2023
38,470,19,"From State Bank of India, i am having a salary account because my company has maintain all their record with SBI only. I need to maintain a minimum balance of Rs. 5000 even though its salary account. They don't cut any hidden charges from my account. I can withdraw upto Rs. 20000 from the ATM per day.",22-04-2024
39,96,17,I am using this SBI savings account since five years. Its a zero balance account to use. I am using an Internet banking and mobile app facility thats really good. They are deducting some hidden charges from my account and  they charging for debit card on  yearly but i am not sure  about  the amount.,18-11-2023
40,50,7,"I open my savings account from State Bank of India for almost of 2013. At that time my father was using SBI account hence he recommended me to take this account. I maintain a balance amount because its mandatory to have. Its good to use a net banking facility. For sending SMS regarding my transaction, they are charging Rs. 15 per year.",20-12-2024
41,170,20,SBI is a good brand and sense of security being a public sector bank. I am holding the savings account from SBI for around 25 years. I need to maintain some minimum balance but nowadays i'm not doing much transaction from this account. Its not easy to get the things get resolved and i sent a mail to their team regarding the card replacement and the issue is not sorted out till i visited the branch hence i found its not customer friendly.,13-08-2024
42,133,12,I opened the savings account from SBI on 5 years back because its a good bank which as the branch in every village of  India. I need to hold a minimum balance of Rs. 1000. Its good to use the Internet banking and mobile app facility. Every time they are deducting some money without any customer's knowledge which is a very bad thing.,08-07-2024
43,105,2,"I have opened my savings account with SBI before  eight years ago. My experience is very very good and I like the customer support and  i need to maintain a minimum balance of Rs. 10,000. I took an International debit card and annual fee is Rs.500.",06-04-2024
44,97,3,I have opened my savings account in SBI  before four years ago. Customer support is average in SBI and also they given a international debit card. Every thing is good and also i  need to maintain a minimum balance of Rs. 1000 since it is a rural area.,12-02-2024
45,485,11,"SBI has best Internet banking very fast and easy to access any one. I am using this savings account more than 10 years, if i withdrawal cash more than 5 time they are charging 25rupees. Maintaining minimum balance of Rs. 3000 and maintenance charges are very high.",03-06-2024
46,498,3,"In SBI bank, i have opened the savings account 5 years before because the branch is located near to my home. Monthly i need to maintain a minimum balance of Rs. 3000. I am using the Internet banking facility which is safe and secure to use. There is no additional charges for IMPS and NEFT transactions.",23-09-2024
47,481,8,"I am using savings account with SBI more than 4 years. I am maintaining minimum balance of Rs. 5000 whenever I withdraw cash and doing shopping  getting alert messages. The rate of interest was good since this is a Government organization interest rate was nomral. I have a domestic debit card, customer service was good. Internet banking is easy to access in SBI.",27-10-2023
48,48,19,I am having my salary account in SBI for the past 4 years. It is a zero balance account. So far I haven't faced any SMS and ATM charges. I do get alert message from bank when I do a transaction.  They have not send any offers message till now.  The customer service is bit delay to reach out the customer.,05-08-2023
49,179,3,My salary account is opened from State Bank of India because the branch is located to nearby place and i need to maintain a minimum balance of Rs. 2000. Their Internet banking facility is good and they do provided me a proper response when i go to their branch. They have not deducted any kind of un-necessary charges.,18-04-2024
50,290,6,I am having my saving account  from SBI past  8-9  years. There is no hidden charges in this bank. It is not a zero balance account need to maintain a minimum balance of 500 rupees. I am using mobile app and it is not user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATM  charges are applicable more than 5 times in a month of 20 rupees.,25-09-2023
51,178,13,"5 years back, i have chosen my salary account from SBI because my company has referred it. Its a zero balance maintenance account. SBI app is better to use. To apply for a cheque book i have visited the branch and they have given me a application to submit and the employees are very helpful.",13-10-2023
52,366,10,"Maximum for past 3 years before, i have opened the savings account from SBI bank. I need to hold a balance of Rs. 500. I have experienced of their net banking facility and its good to use. They have taken extra charges from my account earlier for the other bank ATM withdrawals. They are sending the notifications whenever they withdraw the money from my account.",07-03-2024
53,28,13,I am holding a saving account with SBI for more than 10 years. It is a minimum balance account of 5K need to maintain on monthly basis. There are many ATMS but there will be no cash or I face server down issue. Per day I can withdraw the amount of 40K. I am using mobile app and net banking both are very user friendly.,26-05-2023
54,287,20,"For the last 2.5 years I'm using the salary account from SBI and i have not faced any issues so far. Initially it was my savings account from SBI after that my salary is getting credited to this account. Actually my father has recommended me about this bank. They have a good Internet banking facility. Once for opening the account, i went to the bank and the response is very good.",03-03-2024
55,452,11,"My salary account is maintain with SBI and its salary cums savings so need to maintain minimum balance., but i am keeping. This is a nationalized bank , service is not that much happy but is okay,  they don't have sufficient staff. I am using this account since my child hood.  More than 5transcations there are charging Rs. 30 they should be stop.",30-07-2024
56,286,5,I am using savings account from SBI more than 20 years. I am not maintaining minimum balance since it is a salary cums savings. If i do any shopping or cash withdrawal i will be getting alert messages from bank. ATM facility is near to my residence and they giving good service.,13-05-2023
57,321,19,"I have been using savings account with SBI quite for a long time. Its a salary cum savings, so no need to maintain minimum balance for cash cash withdrawal. Am doing shopping and getting alert messages. Customer service and responsiveness was good.",30-08-2023
58,202,19,"I maintain a salary account  from SBI since 2014, there is no need to maintain a minimum balance amount. There was no  hidden charges, but last month 700 rupees has been deducted which I need to check. Atm and branch's are lot in my city. I have not done much  online transaction only used for ticket booking. I use to get alert message on time for each trasnction.",19-06-2024
59,75,1,"I have been using savings account with SBI quite for a long time which is salary comes savings, so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",21-08-2023
60,326,2,"Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",26-08-2023
61,442,6,SBI is providing better services and they are not charging any high amount fee for not maintaining a minimum balance amount into account.  They are providing better services when i went to the branch for money related issue hence i am having this account from 2012. Its excellent to use the net banking facility.,22-04-2023
62,240,7,I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,04-12-2024
63,195,10,I am holding a salary account  with  SBI  past  6  years. There is no hidden charges in this bank. But need to maintain a minimum balance amount of 500 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. SMS charges are applicable on yearly once of 33 rupees. Mostly  I use  for online transaction.,31-01-2024
64,459,20,I am using SBI salary account for the past 10 years .All transaction details will be getting through message alert only .There was no fraudulent transaction happend so far .If need any transaction details then can track through message .Every tansaction will be safe and banking service was pretty good and comfortable.,17-04-2023
65,225,17,"Everything is fine with SBI salary account but i don't get the proper response in the branch. When i call to the branch number, no one is ready to pick up the call. If they answered also, they will respond in staggered manner this has to be improved. I hold this SBI salary account for almost 8 years. I need to maintain a minimum balance of Rs. 1K  earlier converted from savings account to salary account.",28-12-2023
66,279,9,I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,02-04-2023
67,490,20,"More than 5 years, i have been holding the salary account from SBI. I don't use mobile app but net banking facilities are used for emergency purpose. I used to visit their branch on a regular basis and the response was not that much prompt. They need to upgrade with the new features and the staff behavior must be changed.",29-09-2023
68,347,8,"SBI is providing a full support for my savings account. Its easy to connect with the call centre people. In the year of 2011, i have opened the savings account from SBI because of the good services. I need to hold a minimum balance of Rs. 5K. Their internet banking services are really fine.",07-01-2025
69,461,16,I have been holding an account for a saving with SBI for long times. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,22-08-2024
70,334,7,"When I was working in my previous company, so I have opened a salary account from State Bank of India. Though I need to maintain a minimum balance of Rs. 3,000.  I'm not using this account much, but still its active to use this account for third party app and now this is my secondary account. Bank staff response is prompt. Overall, I'm happy about their service.",19-08-2023
71,98,16,"From SBI, i have been using savings account for a quite long time. I am maintaining some minimum balance and also they given a domestic debit card. Customer service and responsiveness was good.  I am getting alert messages when ever i do transaction.",16-07-2023
72,406,15,"I took my savings account from State Bank of India. In the year of 2005, i have opened this account because SBI is having a lots of ATM in all over India and good service. I don't use their Internet banking facility and mobile app facility because of the fraudulent activity in the market. Branch response was upto the mark.",12-09-2024
73,186,16,Opened my salary account with SBI in the year of 2014. I don't need to maintain any minimum balance in this account. I am using the Internet banking and YONO app both is good to use. Monthly once i used to visit the branch for passbook entry and the response was not good because they won't give any response immediately and process will get delayed.,08-05-2023
74,448,16,Taken my savings account from SBI which is a salary cums savings no need to maintain minimum balance. I opened this account 10 years ago and the branch is available near to my home. I am using their online banking facility and its good to use. Service was okay.,21-03-2024
75,124,11,I have been using savings account with SBI  for more than 12 years and its been very good experience. They are giving moderate interest rate for savings account and its okay. I'm using mobile banking for checking balance and to do transactions. Their app is easy to access.,12-01-2024
76,251,7,I maintain a saving account with SBI for more than 10 years.  In this account need to maintain a minimum balance of 5K. If not some charges are applicable. I am using mobile app and net banking both are user friendly to access. I get credit card and loan offer messages.,14-02-2024
77,84,7,I have been holding an account for a saving with SBI for more than 6 years. There is no hidden charges in this bank and i have to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages immediately from bank whenever I do a transactions and this is the best bank.,08-08-2024
78,462,7,Since SBI is government bank now days they executed some rules to maintain a minimum balance of 5K in saving account. I have been using this account for the past 5 years.  Charges are nominal. I use to get offer messages of credit card and loan as well. But they wont provide a life time free card all will be chargeable so I wont prefer this one.,22-02-2024
79,270,6,"I am holding a saving account  in SBI for more than 16 years. I never faced hidden charges for these many years. I need to maintain a minimum balance of 500 rupees. Whenever I visit branch, always it will be crowded but the response part was good from their end. I am using mobile app which is user friendly to access.  Due to debit card issue, I raised to bank and  reapplied the card took almost 15 days to receive the card.",07-07-2024
80,10,3,I am holding a salary account  with SBI more than 5 years. There is no hidden charges in this bank. Though its salary account but need to maintain a minimum of 3K on monthly basis. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.  The drawback is charges are applicable for SMS and every transaction.,25-03-2023
81,366,19,I have been holding an account for a saving with SBI for more than 10 years. There is no hidden charges in this bank and i have to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions.,20-12-2023
82,293,5,I am having a saving account with SBI for more than 8 years. Need to maintain a minimum balance of 5K. I use to get alert message on time whenever I do a transaction. There is ATM charges on monthly basis. So far no issue by holding an account with this bank.,03-12-2023
83,368,10,I am holding saving come salary account with SBI for the past 30 years. There is no any hidden charges in this account. But I need to maintain a minimum balance of 3500K. Nowadays I am not getting alert message only for some time receiving from their end. I use to get card offer messages but once I had applied its not applicable to process further.,20-07-2024
84,463,1,"I have taken a savings account with SBI and this is salary cums savings, no need to maintain minimum balance. Internet banking is good and customer service is average. No charges for debit card and also getting alert message for cash withdrawn.",14-11-2024
85,27,5,"When I was a student, I had opened the savings account from State Bank of India. I never contacted the customer care for any kind of issues. I have been holding this account for almost 10 years but nowadays I'm not doing any transaction from this account. I need to maintain a minimum balance of Rs. 500. I have not activated online banking facility till now.",06-11-2023
86,221,10,"I am using SBI saving account which i am holding from the year of 2004,  it is with me for the past 16 years. I am using net banking as well as mobile banking service both are used for money transfer. The credit card bill payment and also for recharge. Banking service is very comfortable and much satisfied.",04-04-2024
87,51,5,I have SBI Saving account for the past 9 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact for any assistance. According to my experience with this bank banking service is much comfortable and satisfied .,25-11-2023
88,431,5,I have opened my savings account in SBI before 5 years back. My experience is very very good and I like the customer service is also good. I need to maintain a minimum balance of 3K. I took an International debit card and annual fee is there not sure .,25-05-2023
89,354,15,I have SBI Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,03-11-2023
90,352,6,"When my father taken the housing loan, they have asked me to opened the savings account from SBI. 6 months before, i opened this account. I need to maintain a minimum balance of Rs. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",17-02-2024
91,141,1,"SBI is providing a hopeless services to the customer because the people are not so knowledgeable  when I compared to other bank. If i ask for any clarification, I need to roam around 4 people to different authorities and the waiting time is very high.  I have been using this account for beyond 15 years. If we need to get any loan, this account is necessary and the availability of ATM and branches are nearby in all the place so that I chose this account. They need to improve a lot online banking.",05-05-2024
92,493,8,"On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",23-12-2024
93,72,4,"I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",23-05-2024
94,459,19,"I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",07-09-2024
95,369,12,I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,16-05-2023
96,351,17,"I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",25-11-2024
97,272,13,"Using my salary account from State bank of India. Since 2011, i'm using this account. Banking service is good in some branches. The service will get differ depends on the branch people. There is no need to maintain a minimum balance. Customer care has to be improved in SBI because any of the queries, they won't respond properly. They take much time in the branch.",02-09-2023
98,456,15,"I have opened the salary account from State bank of India on 2015,  without any particular reason. Its a zero minimum balance account since its a salary account. I can withdraw up to Rs. 40,000 from the ATM. They are not taking any kind of extra charges. The branch is little bit crowd but the staff response is good.",04-08-2023
99,457,7,No hidden charges are deducted in my SBI. Took my savings account more than 12 years ago. My family recommended me about this bank.  I need to maintain a balance of Rs. 3000. Its good to use the net banking facility and mobile app. The branch is not much crowded and the response is really good.,08-11-2024
100,4,11,"I am using the SBI savings account more than  20 years, no need to maintain minimum balance. Their net banking facility is good and they are not taking any hidden charges for cash withdrawal and deposits. Customer service and response was good in SBI.",23-06-2024
101,105,12,"I have SBI  saving account for the past 10 years .I am using net banking service as well as mobile banking service both of this service is used for money transfer ,utility bill payment and recharge .customer service is also good and transaction is safe and secure ,I am satisfied with banking service .",25-02-2024
102,47,7,"8 years back, i opened the savings account from State bank of India. My main usage will be there in this account. The branch is located near to my home due to that i have chosen this bank. Branch is crowded most of the times but the staff response is good. They don't take any hidden charges.",10-09-2024
103,249,2,I have a savings account from State Bank of India but I'm not utilizing the account for last 1.5 years. They did not respond properly when i lost my ATM card 2 years back and i applied the card in branch by filling the form manually and gave it to their staff but still i didn't receive the same even though i have visited their branch so many times but my work is not completed.,25-03-2024
104,299,7,"I have SBI salary account for the past 3years ,service is very good and not faced any issues ,I am using net banking service which is very good and if contact customer service will get good response.If need to check any transaction details can check online as well as using formoney transfer .",24-11-2023
105,314,19,I am using the salary account from SBI more than 10 years. I need to maintain a minimum balance of Rs. 1000. Their net banking facility is outstanding. I can add the recipients details easily but it takes 2 days for the approval. They are not taking any hidden charges for cash withdrawal and deposits. They have to provide a zero balance account since its a nationalized bank.,03-09-2023
106,173,5,I have a savings account with SBI but they are providing unhappy  service to the customer both in call centre as well as in the branch. Its not a zero balance account because i need to maintain a minimum balance of Rs. 3000 hence i have stopped doing the transaction from this account even though the account is 12 years old.,30-10-2023
107,400,18,"In the year of 2005, opened my savings account. I have selected SBI its because of the good bank and i can find the ATM anywhere. I need to hold a minimum balance of Rs. 3000. Its convenient to use their Internet banking facility. They are not taking any kind of additional charges some times. The branch experience is fine.",08-05-2024
108,24,10,"I am using  SBI salary account for almost 10 years but whenever i visit their branch, they will torture the customer by saying the sign mismatch. Their Internet banking facility is good. If they are improving the service in the branch, it would be fine. Its a hassle free account to use.",20-08-2024
109,349,20,I am having SBI saving account for the past 3 years .I am using net banking service as well as mobile banking service. Both the service are used for money transfer and can check all the transaction details .They  are very convenient for the usage as well.,03-05-2023
110,236,6,"My saving account in SBI, and I am using this account more than 13 years. This is a zero balance account, my friend recommended so i got zero balance account. Till now there was no issues, i am not using net banking and if i withdrawn cash  I'm getting alert message on time.",02-07-2024
111,129,13,I am holding a salary come saving account  from SBI for more than 12 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 1000 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATM charges are avail of 22 rupees if I use  more than 5 times with same bank and  other banks more than 3 times in a month.,04-05-2023
112,167,5,I am holding a saving account  from SBI for more than 4 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,04-12-2023
113,297,19,"SBI is a very good bank, their executive is understanding the customer concern well and ready to help at any cost. I have been using the savings account for last 5years and i no need to maintain any minimum balance, because this is salary comes savings account.",07-08-2024
114,415,4,"I am doing all my transactions through SBI . Its been 7 years I am holding this saving account. There is requirement for minimum balance , so I am keeping some balance on a monthly basis. The branch is near by to my residence and also the customer service need to improve.",12-03-2025
115,384,13,I have a saving account with SBI for past 10 years. The yearly maintenance charges for debit card is around Rs.500. Minimum balance want to maintain is Rs.1500. Customer support cannot be connected easily. I am not getting any offers like personal loan which is drawback,14-07-2024
116,204,20,I have been holding SBI saving account for more than 15 years. Need to maintain a minimum balance of 1000 rupees if not sustain on monthly charges are applicable of high. I use to get remainder message to maintain an amount. SMS charges are applicable on annual basis of 200 rupees. Their service is good.,23-07-2023
117,179,16,"I have opened the salary account from State Bank of India on 8 years ago. Its a zero balance account since its a salary account. Their net banking facility is really good and i don't find any issue on that. Banking service is really good. They are not taking any kind of extra charges. They gave me a withdrawal limit of Rs. 40,000 per day from the ATM.",12-09-2023
118,158,11,"SBI branch is nearby my office thats the reason i am operating this account. For depositing the money, it was hectic, they should have enough CDM's. They don't have proper ATM and the banking service is not good but their net banking facility is really good. Whenever i go for deposit through CDM, they are opening the center by 10am. Customer support doesn't help me any time in the branch so would suggest them to improve the service.",09-01-2024
119,326,17,I am doing all my transactions through SBI . Its been 2.5 years I am using  salary cum saving account. There is no requirement for minimum balance but am keeping some balance on a monthly basis. The branch is near by to my residence and also the  customer service was good.,26-06-2024
120,251,15,"My salary account is maintained in State Bank of India nearly 28 years and till now there was no issues. The rate of interest is very less for the loans and there is no hidden charges. Moreover i am using the online service which is very good. Customer service was not good, need to improve.",01-02-2025
121,220,13,"I have to go to their SBI branch for any kind of update in my profile and need to give a physical letter to be submitted in the branch. If i do it through online, i just a reference number alone but nothing will change unless or until giving the physical letter in the branch. More than 25 years, i am using this account. They have given lot of option in online but still human intervention is there.",20-09-2024
122,161,17,SBI is a very good bank and their executive is not understanding the customer concern and not ready to help at any cast which they need to improve on. I have been using the savings account from past 8 years. It is a zero balance account so no need to maintain minimum balance.,30-10-2024
123,361,10,"In SBI, they are not taking any kind of hidden charges. I use my salary account from SBI from the year of 2014. I need to maintain a minimum balance of Rs. 1000. Its convenient to use the net banking facility. For withdrawing the money, i visit the branch and they are giving good response.",03-09-2023
124,314,10,SBI service is good and I am glad to have an account here. I have opened an account on 3 years before. No need to maintain a minimum amount. There is no any hidden charges. ATM and branches are bit far away from my place.  So far I had not faced any charges for SMS alert and ATM withdrawals.,27-09-2023
